file_committee_abbrev,committee_name,committee_code,subcommittee_name,subcommittee_code,member_first,member_last,state,party,position,majority_party,source_file,full_name,committee_name_hierarchy,subcommittee_name_hierarchy,level
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Kevin,Cramer,ND,R,Member,R,committee_memberships_SSAS.xml,Kevin Cramer,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Tammy,Duckworth,IL,D,Member,R,committee_memberships_SSAS.xml,Tammy Duckworth,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Deb,Fischer,NE,R,Member,R,committee_memberships_SSAS.xml,Deb Fischer,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Mazie K.,Hirono,HI,D,Ranking,R,committee_memberships_SSAS.xml,Mazie K. Hirono,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Tim,Kaine,VA,D,Member,R,committee_memberships_SSAS.xml,Tim Kaine,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Jack,Reed,RI,D,Ex Officio,R,committee_memberships_SSAS.xml,Jack Reed,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Eric,Schmitt,MO,R,Member,R,committee_memberships_SSAS.xml,Eric Schmitt,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Rick,Scott,FL,R,Member,R,committee_memberships_SSAS.xml,Rick Scott,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Jeanne,Shaheen,NH,D,Member,R,committee_memberships_SSAS.xml,Jeanne Shaheen,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Tim,Sheehy,MT,R,Member,R,committee_memberships_SSAS.xml,Tim Sheehy,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Dan,Sullivan,AK,R,Chairman,R,committee_memberships_SSAS.xml,Dan Sullivan,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Elizabeth,Warren,MA,D,Member,R,committee_memberships_SSAS.xml,Elizabeth Warren,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Readiness and Management Support,SSAS15,Roger F.,Wicker,MS,R,Ex Officio,R,committee_memberships_SSAS.xml,Roger F. Wicker,Committee on Armed Services,Subcommittee on Readiness and Management Support,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Jim,Banks,IN,R,Member,R,committee_memberships_SSAS.xml,Jim Banks,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Richard,Blumenthal,CT,D,Member,R,committee_memberships_SSAS.xml,Richard Blumenthal,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Mazie K.,Hirono,HI,D,Member,R,committee_memberships_SSAS.xml,Mazie K. Hirono,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Tim,Kaine,VA,D,Ranking,R,committee_memberships_SSAS.xml,Tim Kaine,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Angus S.,King,ME,D,Member,R,committee_memberships_SSAS.xml,Angus S. King,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Markwayne,Mullin,OK,R,Member,R,committee_memberships_SSAS.xml,Markwayne Mullin,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Jack,Reed,RI,D,Ex Officio,R,committee_memberships_SSAS.xml,Jack Reed,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Rick,Scott,FL,R,Chairman,R,committee_memberships_SSAS.xml,Rick Scott,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Jeanne,Shaheen,NH,D,Member,R,committee_memberships_SSAS.xml,Jeanne Shaheen,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Tim,Sheehy,MT,R,Member,R,committee_memberships_SSAS.xml,Tim Sheehy,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Dan,Sullivan,AK,R,Member,R,committee_memberships_SSAS.xml,Dan Sullivan,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Tommy,Tuberville,AL,R,Member,R,committee_memberships_SSAS.xml,Tommy Tuberville,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Seapower,SSAS13,Roger F.,Wicker,MS,R,Ex Officio,R,committee_memberships_SSAS.xml,Roger F. Wicker,Committee on Armed Services,Subcommittee on Seapower,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Jim,Banks,IN,R,Member,R,committee_memberships_SSAS.xml,Jim Banks,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Tom,Cotton,AR,R,Member,R,committee_memberships_SSAS.xml,Tom Cotton,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Kevin,Cramer,ND,R,Member,R,committee_memberships_SSAS.xml,Kevin Cramer,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Deb,Fischer,NE,R,Chairman,R,committee_memberships_SSAS.xml,Deb Fischer,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Kirsten E.,Gillibrand,NY,D,Member,R,committee_memberships_SSAS.xml,Kirsten E. Gillibrand,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Mark,Kelly,AZ,D,Member,R,committee_memberships_SSAS.xml,Mark Kelly,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Angus S.,King,ME,D,Ranking,R,committee_memberships_SSAS.xml,Angus S. King,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Jack,Reed,RI,D,Ex Officio,R,committee_memberships_SSAS.xml,Jack Reed,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Jacky,Rosen,NV,D,Member,R,committee_memberships_SSAS.xml,Jacky Rosen,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Mike,Rounds,SD,R,Member,R,committee_memberships_SSAS.xml,Mike Rounds,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Tommy,Tuberville,AL,R,Member,R,committee_memberships_SSAS.xml,Tommy Tuberville,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Elizabeth,Warren,MA,D,Member,R,committee_memberships_SSAS.xml,Elizabeth Warren,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,Subcommittee on Strategic Forces,SSAS16,Roger F.,Wicker,MS,R,Ex Officio,R,committee_memberships_SSAS.xml,Roger F. Wicker,Committee on Armed Services,Subcommittee on Strategic Forces,Subcommittee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Jim,Banks,IN,R,Member,R,committee_memberships_SSAS.xml,Jim Banks,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Richard,Blumenthal,CT,D,Member,R,committee_memberships_SSAS.xml,Richard Blumenthal,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Ted,Budd,NC,R,Member,R,committee_memberships_SSAS.xml,Ted Budd,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Tom,Cotton,AR,R,Member,R,committee_memberships_SSAS.xml,Tom Cotton,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Kevin,Cramer,ND,R,Member,R,committee_memberships_SSAS.xml,Kevin Cramer,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Tammy,Duckworth,IL,D,Member,R,committee_memberships_SSAS.xml,Tammy Duckworth,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Joni,Ernst,IA,R,Member,R,committee_memberships_SSAS.xml,Joni Ernst,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Deb,Fischer,NE,R,Member,R,committee_memberships_SSAS.xml,Deb Fischer,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Kirsten E.,Gillibrand,NY,D,Member,R,committee_memberships_SSAS.xml,Kirsten E. Gillibrand,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Mazie K.,Hirono,HI,D,Member,R,committee_memberships_SSAS.xml,Mazie K. Hirono,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Tim,Kaine,VA,D,Member,R,committee_memberships_SSAS.xml,Tim Kaine,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Mark,Kelly,AZ,D,Member,R,committee_memberships_SSAS.xml,Mark Kelly,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Angus S.,King,ME,D,Member,R,committee_memberships_SSAS.xml,Angus S. King,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Markwayne,Mullin,OK,R,Member,R,committee_memberships_SSAS.xml,Markwayne Mullin,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Gary C.,Peters,MI,D,Member,R,committee_memberships_SSAS.xml,Gary C. Peters,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Jack,Reed,RI,D,Ranking,R,committee_memberships_SSAS.xml,Jack Reed,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Jacky,Rosen,NV,D,Member,R,committee_memberships_SSAS.xml,Jacky Rosen,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Mike,Rounds,SD,R,Member,R,committee_memberships_SSAS.xml,Mike Rounds,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Eric,Schmitt,MO,R,Member,R,committee_memberships_SSAS.xml,Eric Schmitt,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Rick,Scott,FL,R,Member,R,committee_memberships_SSAS.xml,Rick Scott,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Jeanne,Shaheen,NH,D,Member,R,committee_memberships_SSAS.xml,Jeanne Shaheen,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Tim,Sheehy,MT,R,Member,R,committee_memberships_SSAS.xml,Tim Sheehy,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Elissa,Slotkin,MI,D,Member,R,committee_memberships_SSAS.xml,Elissa Slotkin,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Dan,Sullivan,AK,R,Member,R,committee_memberships_SSAS.xml,Dan Sullivan,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Tommy,Tuberville,AL,R,Member,R,committee_memberships_SSAS.xml,Tommy Tuberville,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Elizabeth,Warren,MA,D,Member,R,committee_memberships_SSAS.xml,Elizabeth Warren,Committee on Armed Services,Main Committee,Main Committee
SSAS,Committee on Armed Services,SSAS00,,MAIN,Roger F.,Wicker,MS,R,Chairman,R,committee_memberships_SSAS.xml,Roger F. Wicker,Committee on Armed Services,Main Committee,Main Committee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Digital Assets,SSBK13,Ruben,Gallego,AZ,D,Ranking,R,committee_memberships_SSBK.xml,Ruben Gallego,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,Subcommittee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Digital Assets,SSBK13,Bill,Hagerty,TN,R,Member,R,committee_memberships_SSBK.xml,Bill Hagerty,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,Subcommittee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Digital Assets,SSBK13,Cynthia M.,Lummis,WY,R,Chairman,R,committee_memberships_SSBK.xml,Cynthia M. Lummis,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,Subcommittee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Digital Assets,SSBK13,David,McCormick,PA,R,Member,R,committee_memberships_SSBK.xml,David McCormick,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,Subcommittee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Digital Assets,SSBK13,Bernie,Moreno,OH,R,Member,R,committee_memberships_SSBK.xml,Bernie Moreno,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,Subcommittee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Digital Assets,SSBK13,Tim,Scott,SC,R,Ex Officio,R,committee_memberships_SSBK.xml,Tim Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,Subcommittee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Digital Assets,SSBK13,Tina,Smith,MN,D,Member,R,committee_memberships_SSBK.xml,Tina Smith,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,Subcommittee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Digital Assets,SSBK13,Thom,Tillis,NC,R,Member,R,committee_memberships_SSBK.xml,Thom Tillis,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,Subcommittee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Digital Assets,SSBK13,Chris,Van Hollen,MD,D,Member,R,committee_memberships_SSBK.xml,Chris Van Hollen,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,Subcommittee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Digital Assets,SSBK13,Mark R.,Warner,VA,D,Member,R,committee_memberships_SSBK.xml,Mark R. Warner,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,Subcommittee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Digital Assets,SSBK13,Elizabeth,Warren,MA,D,Ex Officio,R,committee_memberships_SSBK.xml,Elizabeth Warren,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,Subcommittee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Economic Policy,SSBK12,Jim,Banks,IN,R,Member,R,committee_memberships_SSBK.xml,Jim Banks,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy,Subcommittee
SSBK,"Committee on Banking, Housing, and Urban Affairs",SSBK00,Subcommittee on Economic Policy,SSBK12,Lisa,Blunt Rochester,DE,D,Member,R,committee_memberships_SSBK.xml,Lisa Blunt Rochester,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy,Subcommittee
